93.744	 0
92.763	 1
91.984	 2
91.005	 3
90.244	 4
89.269	 5
88.295	 6
87.556	 7
86.833	 8
86.128	 9
85.165	 10
83.934	 11
83.241	 12
82.28	 13
81.609	 14
80.654	 15
79.699	 16
78.746	 17
77.795	 18
77.162	 19
76.217	 20
75.611	 21
74.673	 22
73.736	 23
73.164	 24
72.236	 25
70.937	 26
70.385	 27
69.462	 28
68.154	 29
67.624	 30
67.119	 31
66.212	 32
65.307	 33
64.405	 34
63.506	 35
62.61	 36
61.717	 37
61.294	 38
60.415	 39
59.54	 40
58.669	 41
57.801	 42
56.939	 43
56.604	 44
55.758	 45
54.378	 46
53.535	 47
52.697	 48
51.865	 49
51.039	 50
50.22	 51
49.406	 52
48.6	 53
47.802	 54
47.011	 55
46.228	 56
45.453	 57
45.343	 58
44.598	 59
43.863	 60
43.139	 61
42.426	 62
41.725	 63
40.311	 64
40.361	 65
39.699	 66
39.051	 67
39.205	 68
38.601	 69
37.202	 70
37.443	 71
36.892	 72
35.511	 73
34.986	 74
35.355	 75
34.886	 76
34.438	 77
34.015	 78
33.615	 79
33.242	 80
32.894	 81
32.573	 82
32.28	 83
32.016	 84
31.78	 85
31.575	 86
31.401	 87
31.257	 88
30.15	 89
29.069	 90
29.017	 91
29.0	 92
29.017	 93
29.069	 94
30.15	 95
31.145	 96
32.14	 97
33.136	 98
34.234	 99
35.228	 100
36.222	 101
37.216	 102
38.328	 103
39.205	 104
40.311	 105
41.304	 106
42.297	 107
43.29	 108
44.181	 109
45.277	 110
46.271	 111
47.17	 112
48.166	 113
49.163	 114
50.16	 115
51.157	 116
52.154	 117
53.085	 118
54.083	 119
55.082	 120
56.08	 121
57.079	 122
58.034	 123
59.076	 124
60.033	 125
61.033	 126
62.008	 127
63.032	 128
64.008	 129
65.008	 130
66.0	 131
67.0	 132
68.0	 133
69.0	 134
70.0	 135
71.0	 136
72.007	 137
71.007	 138
72.028	 139
73.027	 140
74.007	 141
75.027	 142
76.026	 143
77.058	 144
78.058	 145
79.057	 146
80.1	 147
81.056	 148
82.055	 149
82.098	 150
83.15	 151
84.149	 152
85.147	 153
86.209	 154
87.144	 155
87.207	 156
88.278	 157
89.202	 158
90.2	 159
90.272	 160
91.351	 161
92.266	 162
93.263	 163
94.34	 164
95.336	 165
96.333	 166
97.417	 167
98.412	 168
99.504	 169
100.499	 170
101.494	 171
102.489	 172
103.586	 173
104.58	 174
105.575	 175
106.677	 176
107.564	 177
108.665	 178
109.659	 179
110.766	 180
111.759	 181
112.752	 182
113.745	 183
114.856	 184
115.732	 185
116.842	 186
117.835	 187
118.828	 188
119.942	 189
120.934	 190
122.053	 191
122.919	 192
123.911	 193
125.028	 194
126.02	 195
126.89	 196
127.012	 197
128.133	 198
128.996	 199
129.869	 200
130.981	 201
131.973	 202
133.09	 203
134.082	 204
135.074	 205
136.066	 206
137.186	 207
138.051	 208
139.169	 209
140.036	 210
141.152	 211
142.144	 212
143.014	 213
144.128	 214
145.121	 215
146.113	 216
147.231	 217
148.098	 218
148.973	 219
149.091	 220
150.207	 221
151.076	 222
151.199	 223
150.336	 224
149.215	 225
149.345	 226
148.354	 227
148.492	 228
147.648	 229
148.788	 230
149.777	 231
149.933	 232
151.083	 233
152.069	 234
153.222	 235
152.237	 236
153.395	 237
154.379	 238
155.364	 239
156.525	 240
157.334	 241
158.319	 242
159.138	 243
160.125	 244
160.953	 245
161.79	 246
161.645	 247
162.496	 248
163.355	 249
163.23	 250
164.104	 251
163.991	 252
163.884	 253
164.779	 254
165.774	 255
166.676	 256
167.672	 257
168.668	 258
169.579	 259
170.496	 260
171.493	 261
172.418	 262
173.416	 263
174.413	 264
175.345	 265
176.343	 266
177.282	 267
178.227	 268
179.279	 269
180.225	 270
181.177	 271
182.176	 272
183.134	 273
184.133	 274
185.132	 275
186.132	 276
187.096	 277
188.066	 278
189.042	 279
190.066	 280
191.042	 281
192.023	 282
193.023	 283
194.01	 284
195.01	 285
196.01	 286
197.003	 287
198.003	 288
199.0	 289
200.002	 290
201.002	 291
202.002	 292
203.01	 293
204.022	 294
205.039	 295
206.039	 296
207.039	 297
208.038	 298
209.06	 299
210.086	 300
211.085	 301
212.116	 302
213.15	 303
214.149	 304
215.149	 305
216.187	 306
217.23	 307
218.277	 308
219.276	 309
220.275	 310
221.326	 311
222.38	 312
223.379	 313
224.437	 314
225.499	 315
226.497	 316
227.563	 317
228.633	 318
229.63	 319
230.703	 320
231.625	 321
232.697	 322
232.777	 323
233.857	 324
234.94	 325
235.936	 326
237.023	 327
238.019	 328
239.109	 329
240.202	 330
241.299	 331
242.398	 332
243.393	 333
244.495	 334
245.601	 335
246.71	 336
247.823	 337
248.938	 338
250.056	 339
251.177	 340
252.301	 341
253.428	 342
254.558	 343
255.548	 344
256.681	 345
257.816	 346
258.954	 347
259.106	 348
260.25	 349
261.396	 350
262.545	 351
263.697	 352
263.865	 353
265.023	 354
266.182	 355
267.344	 356
268.509	 357
269.676	 358
269.863	 359
271.035	 360
272.209	 361
273.386	 362
274.565	 363
274.767	 364
275.951	 365
276.159	 366
277.348	 367
278.539	 368
279.732	 369
279.952	 370
281.149	 371
281.375	 372
282.577	 373
283.782	 374
284.016	 375
285.224	 376
286.435	 377
286.678	 378
287.892	 379
288.141	 380
289.36	 381
289.614	 382
290.837	 383
291.096	 384
292.323	 385
293.552	 386
294.783	 387
296.015	 388
296.287	 389
297.523	 390
297.8	 391
298.081	 392
298.364	 393
299.608	 394
300.854	 395
302.101	 396
303.35	 397
303.645	 398
303.942	 399
305.197	 400
305.5	 401
306.757	 402
307.065	 403
308.326	 404
308.639	 405
309.903	 406
310.221	 407
311.488	 408
311.811	 409
312.136	 410
313.409	 411
314.682	 412
315.014	 413
316.291	 414
316.628	 415
316.967	 416
317.309	 417
318.592	 418
319.877	 419
320.225	 420
321.512	 421
321.865	 422
322.22	 423
323.512	 424
323.872	 425
325.166	 426
325.53	 427
325.897	 428
